RB0012851,120408.916,4673.277679543522,N,11705.792389805925,W,830.2090354282324,M,72.0,55.996332783447784,101.325
RB0012851,120508.916,4678.2837398950915,N,11715.242282411893,W,830.8562631606043,M,72.0,54.779558568272805,101.325
RB0012851,120608.916,4679.420244173669,N,11722.654656187806,W,836.3859122260571,M,72.0,54.46086308049695,101.325
RB0012851,120708.916,4689.325987677694,N,11730.07973477733,W,837.6173659158129,M,72.0,54.94597614718478,101.325
RB0012851,120808.916,4695.636234993063,N,11731.450746177004,W,841.3250840432992,M,72.0,54.74061680313422,101.325
RB0012851,120908.916,4699.900325395194,N,11737.928559668198,W,850.3694022499762,M,72.0,49.66252857743971,101.325
RB0012851,121008.916,4708.778156569907,N,11740.58131280644,W,851.1928315941224,M,72.0,39.75645159817869,101.325
RB0012851,121108.916,4717.792908149404,N,11749.118053633018,W,860.0839035026872,M,72.0,33.30924366894824,101.325
RB0012851,121208.916,4727.347329072467,N,11757.319395675071,W,869.690720164548,M,72.0,29.667663729476505,101.325
RB0012851,121308.916,4728.954628722808,N,11765.154009056878,W,875.7993893213569,M,72.0,30.36237612852333,101.325
RB0012851,121408.916,4734.940244611765,N,11774.25425024929,W,877.6275844240113,M,72.0,31.335366369631252,101.325
RB0012851,121508.916,4740.72140641697,N,11776.342000724233,W,887.5925815567767,M,72.0,31.939868800578243,101.325
RB0012851,121608.916,4748.952240455377,N,11777.083024965754,W,893.244323982702,M,72.0,31.780267594081003,101.325
RB0012851,121708.916,4749.141904192573,N,11782.629316639588,W,899.4072197683804,M,72.0,30.778483723249735,101.325
RB0012851,121808.916,4757.170533033696,N,11787.666195677806,W,908.6555645192798,M,72.0,21.885938495032516,101.325
RB0012851,121908.916,4756.3758112953365,N,11796.058958023175,W,917.2883851796935,M,72.0,13.759026314736309,101.325
RB0012851,122008.916,4760.777156350868,N,11804.655589530048,W,927.1835615049566,M,72.0,11.971664487644002,101.325
RB0012851,122108.916,4767.666247762742,N,11814.592025742642,W,937.1036620927849,M,72.0,5.187438363316132,101.325
RB0012851,122208.916,4776.6372528397005,N,11819.400735184514,W,941.3815191719783,M,72.0,-2.7932853343575035,101.325
RB0012851,122308.916,4783.162107726428,N,11822.414788106003,W,944.3558258119808,M,72.0,-7.564996494093542,101.325
RB0012851,122408.916,4784.844950359067,N,11827.275296672002,W,954.2363500351537,M,72.0,-14.024136402980417,101.325
RB0012851,122508.916,4790.808135841592,N,11828.333463264102,W,957.3735067354912,M,72.0,-21.442967715510843,101.325
RB0012851,122608.916,4791.339119802896,N,11838.15237346141,W,965.0762953730391,M,72.0,-28.651175575842057,101.325
RB0012851,122708.916,4795.466952121615,N,11847.11354866175,W,972.6308143836739,M,72.0,-31.455227122496158,101.325
RB0012851,122808.916,4801.424502133515,N,11852.146013148296,W,979.9197199023467,M,72.0,-35.23041841080741,101.325
RB0012851,122908.916,4809.869047843414,N,11854.378061313837,W,981.0917073812908,M,72.0,-34.91727979258319,101.325
RB0012851,123008.916,4813.73235436669,N,11859.832106077596,W,987.0241174363056,M,72.0,-34.62812015215201,101.325
RB0012851,123108.916,4814.832640538798,N,11861.815364609272,W,987.3642340378208,M,72.0,-42.88730972465189,101.325
RB0012851,123208.916,4817.719102102462,N,11863.61817631084,W,993.0425942652614,M,72.0,-42.164404582093,101.325
RB0012851,123308.916,4825.1925417046605,N,11864.162171328979,W,1000.9524111611271,M,72.0,-41.30412727566059,101.325
RB0012851,123408.916,4830.369345544397,N,11865.118861913244,W,1002.6664534501291,M,72.0,-46.08193803167056,101.325
RB0012851,123508.916,4835.111727104993,N,11868.094140764815,W,1005.6328375667297,M,72.0,-54.08290793635757,101.325
RB0012851,123608.916,4834.778479366099,N,11875.955322871778,W,1015.573050663362,M,72.0,-57.69475820890669,101.325
RB0012851,123708.916,4842.7021541725235,N,11878.011226324807,W,1023.2733887777075,M,72.0,-66.29589340131136,101.325
RB0012851,123808.916,4843.505496988633,N,11886.299404327716,W,1030.090495352328,M,72.0,-67.10721181366843,101.325
RB0012851,123908.916,4843.836883319355,N,11888.000675841924,W,1039.7748124493196,M,72.0,-68.80152725542307,101.325
RB0012851,124008.916,4845.7409480040415,N,11894.384345401872,W,1040.3056265081418,M,72.0,-73.0860478790486,101.325
