RB0012851,120408.916,4677.42362788952,N,11712.76117715651,W,833.3343924144204,M,72.0,54.60883734063873,101.325
RB0012851,120508.916,4677.791942421415,N,11718.625658755029,W,835.5119724946929,M,72.0,52.632190661366806,101.325
RB0012851,120608.916,4680.9697443280265,N,11718.307445626835,W,844.7049614108429,M,72.0,50.42737820052729,101.325
RB0012851,120708.916,4680.572586721371,N,11727.98001134444,W,852.180079983415,M,72.0,46.06107002769739,101.325
RB0012851,120808.916,4688.795740762981,N,11728.096442364935,W,858.3968430893506,M,72.0,42.83545720269737,101.325
RB0012851,120908.916,4697.996939310423,N,11732.105211157414,W,868.2609451913474,M,72.0,40.6639693100779,101.325
RB0012851,121008.916,4697.808862759433,N,11737.812967649967,W,876.6003596605979,M,72.0,32.88010200103598,101.325
RB0012851,121108.916,4696.96410658797,N,11744.171371024955,W,884.2793627657321,M,72.0,28.822057285160454,101.325
RB0012851,121208.916,4698.05972212836,N,11753.828236278216,W,887.1676231965216,M,72.0,27.639188823915344,101.325
RB0012851,121308.916,4705.133890904256,N,11762.63903156573,W,893.6800435265487,M,72.0,19.047121946789357,101.325
RB0012851,121408.916,4713.2200975458645,N,11768.81350062493,W,902.7818414617858,M,72.0,9.733641546542925,101.325
RB0012851,121508.916,4716.108226814683,N,11771.34404494844,W,910.0848124084454,M,72.0,5.988425600103165,101.325
RB0012851,121608.916,4720.15465287972,N,11780.924757460765,W,912.7476665423993,M,72.0,-0.7104393594601746,101.325
RB0012851,121708.916,4721.207678365375,N,11784.877625408602,W,916.6448022600022,M,72.0,-1.3679628094396996,101.325
RB0012851,121808.916,4725.049966158296,N,11789.570858280575,W,916.820681118429,M,72.0,-8.462801791961198,101.325
RB0012851,121908.916,4733.17721586594,N,11789.686916886774,W,925.9682177629143,M,72.0,-15.347602312150629,101.325
RB0012851,122008.916,4740.942106513091,N,11799.310514091389,W,935.9418234633924,M,72.0,-24.63339125261193,101.325
RB0012851,122108.916,4744.789742404789,N,11806.022698721259,W,939.2175844273231,M,72.0,-26.440652678114624,101.325
